project_id,project_type,client_type,contract_type,is_design_and_build,nilai_kontrak_awal_miliar_rp,total_jam_kerja_estimasi,volume_pekerjaan_tanah_m3,volume_beton_m3,berat_baja_struktural_ton,panjang_instalasi_utama_km,jumlah_titik_akhir_instalasi,jumlah_item_pekerjaan_utama,tingkat_risiko_geoteknik,lokasi_provinsi,lokasi_urban_rural,musim_pelaksanaan,indeks_harga_komoditas_saat_mulai,jumlah_kompetitor_saat_tender,pengalaman_pm_tahun,jumlah_sdm_inti,persentase_subkontraktor,biaya_akhir_riil_miliar_rp,durasi_akhir_riil_hari,profit_margin_riil_persen,terjadi_pembengkakan_biaya_signifikan,terjadi_keterlambatan_signifikan
PJ-360,Jalan Tol,BUMN,Lump Sum,1,1212.06,2424127,3636190,242412,12120,30.3,0,610,3,Jambi,Sub-urban,Kemarau,104.84,9,3,122,51,1082.2,3386,10.71,0,0
PJ-361,Jalan Tol,Swasta Nasional,Lump Sum,0,1163.34,2326681,3490022,232668,11633,29.08,0,570,5,Nusa Tenggara Timur,Rural,Hujan,117.69,4,8,118,34,1038.7,3360,10.71,0,0
PJ-362,Jaringan IT,Swasta Nasional,Harga Satuan,0,95.55,477731,0,0,0,143.32,4777,59,1,Maluku,Urban,Hujan,102.14,3,7,24,59,85.31,3392,10.71,0,0
PJ-363,Gedung Perkantoran,Pemda,Cost Plus,0,207.15,621449,0,20714,4142,0.0,4142,116,3,Papua Barat Daya,Rural,Hujan,107.72,8,4,33,16,184.96,3576,10.71,0,1
PJ-364,Jaringan IT,Swasta Asing,Lump Sum,1,65.78,328895,0,0,0,98.67,3288,31,3,Papua,Rural,Hujan,104.83,9,17,20,75,65.59,3786,0.29,1,1
PJ-365,Gedung Perkantoran,BUMN,Lump Sum,1,71.9,215693,0,7189,1437,0.0,1437,19,3,Maluku Utara,Urban,Kemarau,114.3,7,16,14,33,73.61,2626,-2.38,1,0
PJ-366,Jaringan IT,Swasta Nasional,Harga Satuan,0,85.63,428168,0,0,0,128.45,4281,37,3,Maluku,Urban,Hujan,118.19,2,24,24,66,76.46,3381,10.71,0,1
PJ-367,Jalan Tol,Swasta Nasional,Harga Satuan,0,2624.46,5248919,7873379,524891,26244,65.61,0,1307,5,Sumatera Selatan,Rural,Kemarau,104.86,8,17,264,19,2343.27,4663,10.71,0,1
PJ-368,Perumahan,BUMN,Lump Sum,0,242.94,971745,121468,60734,0,0.0,6073,114,2,Kepulauan Bangka Belitung,Sub-urban,Kemarau,108.45,6,4,49,65,216.91,3380,10.71,0,0
PJ-369,Jalan Tol,Swasta Nasional,Harga Satuan,0,1712.29,3424586,5136880,342458,17122,42.81,0,861,5,Sulawesi Tengah,Sub-urban,Kemarau,103.35,6,17,173,40,1528.83,3374,10.71,0,0
PJ-370,Gedung Perkantoran,Pemda,Lump Sum,1,146.55,439661,0,14655,2931,0.0,2931,69,3,Sulawesi Barat,Rural,Hujan,101.53,2,8,22,34,130.85,3406,10.71,0,0
PJ-371,Jalan Tol,BUMN,Lump Sum,0,1432.87,2865744,4298616,286574,14328,35.82,0,729,1,Kalimantan Timur,Sub-urban,Hujan,106.08,6,19,144,55,1636.75,3847,-14.23,1,1
PJ-372,Gedung Perkantoran,Swasta Nasional,Lump Sum,0,188.16,564485,0,18816,3763,0.0,3763,100,1,Maluku Utara,Urban,Kemarau,101.83,3,5,32,35,214.56,3006,-14.03,1,0
PJ-373,Jaringan IT,Swasta Nasional,Harga Satuan,0,62.67,313334,0,0,0,94.0,3133,45,3,Sulawesi Barat,Sub-urban,Kemarau,107.18,8,21,19,53,55.95,2811,10.71,0,0
PJ-374,Perumahan,Swasta Nasional,Cost Plus,0,194.68,778706,97338,48669,0,0.0,4866,97,3,Jawa Timur,Rural,Kemarau,115.0,3,24,40,68,205.98,3318,-5.8,1,0
PJ-375,Perumahan,Swasta Asing,Lump Sum,1,65.46,261823,32727,16363,0,0.0,1636,36,1,DI Yogyakarta,Sub-urban,Kemarau,106.27,3,18,14,43,58.44,4162,10.71,0,1
PJ-376,Perumahan,Swasta Asing,Cost Plus,0,97.57,390291,48786,24393,0,0.0,2439,67,2,Jambi,Rural,Kemarau,101.5,9,17,23,10,87.12,3383,10.71,0,1
PJ-377,Pabrik,Pemda,Lump Sum,0,285.98,714940,0,42896,11439,0.0,0,155,2,Sumatera Barat,Urban,Kemarau,114.95,6,24,36,38,255.34,3385,10.71,0,0
PJ-378,Jalan Tol,Pemda,Cost Plus,0,665.69,1331382,1997074,133138,6656,16.64,0,344,1,Papua Pegunungan,Rural,Kemarau,117.28,9,4,67,11,695.69,3387,-4.51,1,0
PJ-379,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,227.74,683211,0,22773,4554,0.0,4554,108,1,Nusa Tenggara Barat,Sub-urban,Hujan,111.43,8,6,36,21,203.34,4309,10.71,0,1
PJ-380,Jalan Tol,Swasta Asing,Harga Satuan,0,2449.77,4899534,7349301,489953,24497,61.24,0,1234,2,Sulawesi Selatan,Sub-urban,Kemarau,101.37,7,15,247,37,2187.29,3381,10.71,0,0
PJ-381,Gedung Perkantoran,Swasta Nasional,Lump Sum,1,82.44,247312,0,8243,1648,0.0,1648,33,1,Papua Selatan,Sub-urban,Kemarau,104.83,8,12,16,27,73.6,2634,10.71,0,0
PJ-382,Perumahan,Swasta Nasional,Lump Sum,0,214.44,857769,107221,53610,0,0.0,5361,117,3,Kalimantan Timur,Sub-urban,Hujan,113.12,5,7,44,52,231.17,3322,-7.8,1,0
PJ-383,Perumahan,Pemda,Cost Plus,0,227.09,908369,113546,56773,0,0.0,5677,125,3,Sulawesi Tengah,Sub-urban,Kemarau,114.58,5,13,48,38,202.76,3225,10.71,0,0
PJ-384,Gedung Perkantoran,Swasta Asing,Cost Plus,0,124.85,374545,0,12484,2496,0.0,2496,47,2,Jambi,Rural,Kemarau,113.27,6,4,22,16,131.92,2901,-5.66,1,0
PJ-385,Gedung Perkantoran,Swasta Nasional,Cost Plus,0,235.35,706043,0,23534,4706,0.0,4706,104,2,Papua Pegunungan,Sub-urban,Kemarau,104.97,6,23,38,21,210.13,3167,10.71,0,0
PJ-386,Gedung Perkantoran,BUMN,Harga Satuan,0,167.15,501457,0,16715,3343,0.0,3343,69,3,Sulawesi Utara,Sub-urban,Hujan,109.31,2,16,28,64,149.24,3364,10.71,0,1
PJ-387,Jaringan IT,BUMN,Lump Sum,1,46.45,232263,0,0,0,69.68,2322,30,3,Sulawesi Tenggara,Sub-urban,Kemarau,119.66,7,5,13,19,48.75,3733,-4.94,1,1
PJ-388,Gedung Perkantoran,Pemda,Lump Sum,1,231.19,693569,0,23118,4623,0.0,4623,105,3,Kepulauan Riau,Sub-urban,Kemarau,108.47,9,15,35,55,206.42,4191,10.71,0,1
PJ-389,Jembatan,Pemda,Cost Plus,0,2113.76,4227516,6341274,422751,21137,52.84,0,1046,5,Gorontalo,Rural,Hujan,117.16,7,24,212,44,2500.88,4165,-18.31,1,1
PJ-390,Perumahan,BUMN,Cost Plus,0,177.63,710514,88814,44407,0,0.0,4440,97,2,Maluku,Urban,Kemarau,112.69,6,5,39,34,201.91,3105,-13.67,1,0
PJ-391,Jaringan IT,BUMN,Lump Sum,1,74.07,370336,0,0,0,111.1,3703,30,3,DKI Jakarta,Sub-urban,Kemarau,108.4,7,7,22,31,66.13,2869,10.71,0,0
PJ-392,Pabrik,Pemda,Harga Satuan,0,235.15,587862,0,35271,9405,0.0,0,99,2,Papua Tengah,Rural,Kemarau,106.6,8,9,30,20,209.95,3340,10.71,0,0
PJ-393,Jalan Tol,Swasta Asing,Harga Satuan,0,1300.32,2600635,3900952,260063,13003,32.51,0,643,1,Kalimantan Timur,Rural,Hujan,114.45,5,8,134,41,1490.6,3903,-14.63,1,1
PJ-394,Gedung Perkantoran,BUMN,Cost Plus,0,115.27,345816,0,11527,2305,0.0,2305,67,2,Gorontalo,Sub-urban,Kemarau,102.8,7,4,20,20,102.92,2947,10.71,0,0
PJ-395,Perumahan,Swasta Nasional,Lump Sum,0,231.67,926691,115836,57918,0,0.0,5791,129,3,Maluku,Sub-urban,Hujan,100.01,3,7,50,63,239.0,3159,-3.16,1,0
PJ-396,Jembatan,Swasta Nasional,Harga Satuan,0,1610.89,3221779,4832669,322177,16108,40.27,0,807,3,Sumatera Utara,Rural,Hujan,114.53,7,16,163,42,1438.29,3369,10.71,0,0
PJ-397,Gedung Perkantoran,BUMN,Lump Sum,1,85.51,256539,0,8551,1710,0.0,1710,37,1,Papua,Urban,Kemarau,106.25,6,21,13,15,76.35,3363,10.71,0,0
PJ-398,Jalan Tol,BUMN,Lump Sum,0,2786.48,5572951,8359427,557295,27864,69.66,0,1410,5,Kepulauan Riau,Rural,Hujan,102.19,3,3,281,22,2487.92,3975,10.71,0,1
PJ-399,Gedung Perkantoran,BUMN,Lump Sum,1,266.72,800146,0,26671,5334,0.0,5334,130,1,Sumatera Utara,Urban,Kemarau,104.2,8,7,41,28,238.14,3705,10.71,0,1
PJ-400,Jaringan IT,Swasta Nasional,Harga Satuan,0,37.97,189861,0,0,0,56.96,1898,17,2,Bali,Sub-urban,Hujan,104.07,6,20,12,77,38.14,2696,-0.43,1,0
PJ-401,Jaringan IT,Swasta Nasional,Harga Satuan,0,76.56,382802,0,0,0,114.84,3828,44,2,Papua Barat,Rural,Kemarau,101.01,7,4,21,63,76.16,4076,0.52,1,1
PJ-402,Perumahan,Pemda,Cost Plus,0,88.65,354619,44327,22163,0,0.0,2216,32,2,Nusa Tenggara Barat,Urban,Kemarau,118.83,5,6,20,28,79.16,3022,10.71,0,0
PJ-403,Perumahan,Swasta Asing,Lump Sum,0,99.05,396193,49524,24762,0,0.0,2476,36,2,Jawa Tengah,Urban,Kemarau,117.32,9,16,23,78,88.44,3389,10.71,0,1
PJ-404,Jaringan IT,BUMN,Lump Sum,1,63.1,315504,0,0,0,94.65,3155,42,2,Kalimantan Timur,Urban,Kemarau,109.03,2,19,18,72,56.34,2987,10.71,0,0
PJ-405,Gedung Perkantoran,BUMN,Harga Satuan,0,53.01,159030,0,5301,1060,0.0,1060,14,3,Banten,Rural,Hujan,118.1,7,19,9,71,47.33,3011,10.71,0,0
PJ-406,Jaringan IT,Swasta Nasional,Lump Sum,0,38.83,194128,0,0,0,58.24,1941,14,2,Kalimantan Timur,Rural,Hujan,104.57,9,21,11,28,38.14,3337,1.76,1,1
PJ-407,Perumahan,BUMN,Cost Plus,0,161.48,645906,80738,40369,0,0.0,4036,80,3,Sulawesi Tenggara,Rural,Kemarau,113.31,5,11,34,12,144.18,3238,10.71,0,0
PJ-408,Jalan Tol,Pemda,Harga Satuan,0,2979.98,5959963,8939945,595996,29799,74.5,0,1495,3,Sumatera Utara,Urban,Hujan,106.22,6,18,300,61,3058.21,4036,-2.62,1,1
PJ-409,Perumahan,Swasta Nasional,Lump Sum,0,73.55,294214,36776,18388,0,0.0,1838,47,3,Jambi,Urban,Kemarau,116.77,9,9,16,42,87.42,3134,-18.86,1,0
PJ-410,Jembatan,Pemda,Cost Plus,0,738.4,1476792,2215188,147679,7383,18.46,0,380,3,Kepulauan Riau,Sub-urban,Hujan,101.4,8,15,77,52,659.28,3269,10.71,0,0
PJ-411,Jaringan IT,Pemda,Lump Sum,1,57.71,288562,0,0,0,86.57,2885,10,1,Papua Tengah,Rural,Hujan,102.3,8,21,18,62,51.53,3607,10.71,0,1
PJ-412,Gedung Perkantoran,Pemda,Lump Sum,1,135.05,405143,0,13504,2700,0.0,2700,54,1,Jawa Barat,Rural,Hujan,119.2,3,5,23,75,157.17,3348,-16.38,1,1
PJ-413,Gedung Perkantoran,BUMN,Harga Satuan,0,118.59,355774,0,11859,2371,0.0,2371,40,3,Bengkulu,Rural,Kemarau,111.1,7,8,18,62,105.89,4423,10.71,0,1
PJ-414,Gedung Perkantoran,BUMN,Lump Sum,1,183.26,549776,0,18325,3665,0.0,3665,83,2,Maluku,Urban,Kemarau,109.57,9,21,31,51,163.62,3022,10.71,0,0
PJ-415,Perumahan,Swasta Nasional,Cost Plus,0,109.37,437471,54683,27341,0,0.0,2734,40,3,Jambi,Urban,Hujan,113.78,3,4,24,43,125.46,3107,-14.72,1,0
PJ-416,Perumahan,Swasta Asing,Lump Sum,1,195.36,781425,97678,48839,0,0.0,4883,101,1,Banten,Urban,Hujan,119.39,4,16,40,15,174.43,3329,10.71,0,0
PJ-417,Gedung Perkantoran,Swasta Nasional,Lump Sum,0,123.13,369385,0,12312,2462,0.0,2462,70,3,Jawa Timur,Urban,Kemarau,112.75,7,6,19,64,109.94,3313,10.71,0,0
PJ-418,Jalan Tol,Swasta Nasional,Cost Plus,0,2159.73,4319462,6479194,431946,21597,53.99,0,1077,3,Nusa Tenggara Timur,Rural,Kemarau,106.48,5,3,218,39,2512.38,3977,-16.33,1,1
PJ-419,Perumahan,BUMN,Cost Plus,0,120.62,482463,60307,30153,0,0.0,3015,42,1,DKI Jakarta,Urban,Kemarau,111.36,2,23,27,19,107.69,3721,10.71,0,1
PJ-420,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,201.89,605665,0,20188,4037,0.0,4037,93,1,Aceh,Urban,Hujan,110.18,4,16,33,27,180.26,3128,10.71,0,0
PJ-421,Jaringan IT,Swasta Nasional,Harga Satuan,0,24.57,122864,0,0,0,36.86,1228,21,3,Sumatera Selatan,Sub-urban,Hujan,113.22,6,17,7,66,29.26,3323,-19.06,1,1
PJ-422,Jaringan IT,Swasta Asing,Harga Satuan,0,33.91,169574,0,0,0,50.87,1695,22,1,Sulawesi Tenggara,Rural,Kemarau,105.53,7,6,10,74,30.28,2890,10.71,0,0
PJ-423,Perumahan,BUMN,Lump Sum,0,238.21,952846,119105,59552,0,0.0,5955,121,1,Jawa Barat,Sub-urban,Hujan,100.86,8,9,48,34,212.69,4163,10.71,0,1
PJ-424,Jalan Tol,Swasta Asing,Harga Satuan,0,1258.91,2517824,3776736,251782,12589,31.47,0,634,5,Sulawesi Tenggara,Rural,Kemarau,110.29,5,24,127,37,1124.03,3379,10.71,0,0
PJ-425,Jaringan IT,Swasta Asing,Cost Plus,0,43.63,218133,0,0,0,65.44,2181,24,3,Maluku,Sub-urban,Kemarau,112.17,6,3,11,79,38.95,4338,10.71,0,1
PJ-426,Jalan Tol,Pemda,Harga Satuan,0,836.51,1673011,2509517,167301,8365,20.91,0,405,3,Sulawesi Tengah,Rural,Hujan,106.58,5,19,86,14,746.88,3315,10.71,0,0
PJ-427,Gedung Perkantoran,Swasta Nasional,Cost Plus,0,93.53,280599,0,9353,1870,0.0,1870,49,3,Kalimantan Barat,Urban,Kemarau,100.05,7,5,18,49,104.04,2657,-11.24,1,0
PJ-428,Gedung Perkantoran,Swasta Nasional,Cost Plus,0,86.25,258760,0,8625,1725,0.0,1725,44,2,Papua Barat Daya,Sub-urban,Hujan,113.43,5,3,16,62,77.01,3234,10.71,0,1
PJ-429,Gedung Perkantoran,BUMN,Harga Satuan,0,180.91,542723,0,18090,3618,0.0,3618,101,3,Sumatera Selatan,Sub-urban,Hujan,114.26,4,22,29,58,161.52,3189,10.71,0,0
PJ-430,Jalan Tol,Swasta Asing,Cost Plus,0,2178.97,4357945,6536917,435794,21789,54.47,0,1074,3,Bengkulu,Rural,Hujan,107.29,5,20,220,58,1945.51,3376,10.71,0,0
PJ-431,Perumahan,BUMN,Cost Plus,0,98.3,393216,49152,24576,0,0.0,2457,52,2,Banten,Sub-urban,Hujan,107.37,6,21,20,21,101.53,3351,-3.28,1,0
PJ-432,Jalan Tol,Swasta Asing,Lump Sum,0,995.36,1990712,2986068,199071,9953,24.88,0,505,5,Sulawesi Barat,Rural,Kemarau,100.01,6,12,102,62,888.71,3326,10.71,0,0
PJ-433,Jalan Tol,Swasta Asing,Harga Satuan,0,2781.1,5562200,8343300,556220,27811,69.53,0,1396,1,Papua Selatan,Urban,Kemarau,108.97,7,12,281,29,2483.13,3374,10.71,0,0
PJ-434,Jaringan IT,Swasta Nasional,Cost Plus,0,71.41,357039,0,0,0,107.11,3570,52,3,Kepulauan Riau,Sub-urban,Kemarau,103.66,9,14,20,76,82.0,3042,-14.84,1,0
PJ-435,Jalan Tol,BUMN,Cost Plus,0,1457.8,2915605,4373407,291560,14578,36.45,0,722,2,Sulawesi Tengah,Rural,Hujan,117.16,4,6,146,77,1632.86,4404,-12.01,1,1
PJ-436,Jaringan IT,Swasta Asing,Lump Sum,0,50.19,250957,0,0,0,75.29,2509,38,2,Bengkulu,Sub-urban,Kemarau,105.46,4,9,14,28,44.81,3055,10.71,0,0
PJ-437,Perumahan,Pemda,Harga Satuan,0,90.7,362786,45348,22674,0,0.0,2267,39,1,Jambi,Sub-urban,Kemarau,119.37,9,24,20,18,80.98,3814,10.71,0,1
PJ-438,Gedung Perkantoran,BUMN,Cost Plus,0,104.33,312996,0,10433,2086,0.0,2086,60,3,Papua Barat,Rural,Hujan,101.61,5,6,18,71,93.15,3344,10.71,0,1
PJ-439,Gedung Perkantoran,Swasta Asing,Cost Plus,0,116.17,348516,0,11617,2323,0.0,2323,77,2,Papua,Urban,Hujan,105.37,6,12,21,27,103.73,2828,10.71,0,0
PJ-440,Gedung Perkantoran,BUMN,Harga Satuan,0,88.19,264559,0,8818,1763,0.0,1763,40,2,Sulawesi Tengah,Rural,Hujan,106.5,9,8,16,73,78.74,3216,10.71,0,1
PJ-441,Gedung Perkantoran,BUMN,Harga Satuan,0,149.11,447336,0,14911,2982,0.0,2982,79,1,DI Yogyakarta,Sub-urban,Kemarau,116.53,5,5,23,13,133.14,4546,10.71,0,1
PJ-442,Jaringan IT,BUMN,Cost Plus,0,12.73,63626,0,0,0,19.09,636,1,2,Bali,Rural,Hujan,116.84,3,12,4,19,11.36,2711,10.71,0,0
PJ-443,Jalan Tol,BUMN,Harga Satuan,0,1982.16,3964325,5946487,396432,19821,49.55,0,995,4,Kalimantan Barat,Sub-urban,Hujan,119.4,8,17,201,44,2155.64,3361,-8.75,1,0
PJ-444,Perumahan,Swasta Nasional,Harga Satuan,0,159.6,638412,79801,39900,0,0.0,3990,59,2,Sulawesi Tengah,Urban,Hujan,109.62,2,6,34,61,142.5,4301,10.71,0,1
PJ-445,Perumahan,Swasta Asing,Lump Sum,0,211.23,844926,105615,52807,0,0.0,5280,114,3,Papua Selatan,Sub-urban,Kemarau,113.81,3,21,43,39,188.6,3690,10.71,0,1
PJ-446,Jalan Tol,BUMN,Harga Satuan,0,686.97,1373947,2060920,137394,6869,17.17,0,330,2,DI Yogyakarta,Rural,Hujan,115.41,4,15,71,28,613.37,3725,10.71,0,1
PJ-447,Jembatan,Pemda,Lump Sum,1,1181.04,2362085,3543128,236208,11810,29.53,0,591,3,Jawa Barat,Urban,Kemarau,105.97,3,13,121,47,1054.5,4620,10.71,0,1
PJ-448,Gedung Perkantoran,BUMN,Harga Satuan,0,135.78,407339,0,13577,2715,0.0,2715,74,2,Kalimantan Timur,Sub-urban,Hujan,104.21,8,14,23,12,121.23,3018,10.71,0,0
PJ-449,Jembatan,BUMN,Lump Sum,0,2798.92,5597843,8396764,559784,27989,69.97,0,1385,3,Banten,Urban,Hujan,107.22,9,6,283,34,2499.04,4137,10.71,0,1
PJ-450,Jaringan IT,Swasta Nasional,Harga Satuan,0,46.72,233581,0,0,0,70.07,2335,30,3,Sulawesi Barat,Rural,Hujan,116.3,9,12,15,66,50.53,2654,-8.17,1,0
PJ-451,Jembatan,Swasta Nasional,Lump Sum,0,1499.52,2999044,4498566,299904,14995,37.49,0,749,1,Jambi,Sub-urban,Kemarau,110.06,6,6,151,55,1736.28,3385,-15.79,1,0
PJ-452,Jaringan IT,Swasta Nasional,Cost Plus,0,81.37,406833,0,0,0,122.05,4068,29,3,Papua,Sub-urban,Hujan,109.68,2,23,23,79,84.29,3762,-3.59,1,1
PJ-453,Gedung Perkantoran,Swasta Asing,Lump Sum,1,167.83,503503,0,16783,3356,0.0,3356,84,3,Jawa Tengah,Urban,Kemarau,109.7,7,22,26,58,149.85,3300,10.71,0,0
PJ-454,Gedung Perkantoran,Swasta Nasional,Cost Plus,0,57.05,171144,0,5704,1140,0.0,1140,46,2,Kalimantan Utara,Rural,Hujan,102.33,8,3,10,17,50.94,3686,10.71,0,1
PJ-455,Perumahan,BUMN,Lump Sum,1,133.12,532464,66558,33279,0,0.0,3327,65,1,Sumatera Selatan,Urban,Kemarau,105.53,4,13,29,34,118.85,3129,10.71,0,0
PJ-456,Perumahan,Swasta Nasional,Harga Satuan,0,64.18,256718,32089,16044,0,0.0,1604,27,1,Sulawesi Barat,Sub-urban,Hujan,116.18,5,17,16,76,57.3,2734,10.71,0,0
PJ-457,Jaringan IT,Pemda,Harga Satuan,0,37.79,188960,0,0,0,56.69,1889,31,1,Sumatera Selatan,Sub-urban,Kemarau,101.61,8,10,13,49,33.74,2477,10.71,0,0
PJ-458,Gedung Perkantoran,Swasta Asing,Lump Sum,0,296.34,889023,0,29634,5926,0.0,5926,131,1,Maluku Utara,Urban,Kemarau,104.95,4,11,45,18,264.59,3367,10.71,0,0
PJ-459,Jaringan IT,BUMN,Cost Plus,0,75.39,376972,0,0,0,113.09,3769,30,3,Banten,Sub-urban,Kemarau,100.08,7,20,20,15,67.32,4366,10.71,0,1
PJ-460,Gedung Perkantoran,Swasta Nasional,Cost Plus,0,203.66,610993,0,20366,4073,0.0,4073,82,1,Jawa Timur,Urban,Kemarau,119.97,3,24,31,76,181.84,3359,10.71,0,0
PJ-461,Jalan Tol,BUMN,Cost Plus,0,2951.96,5903912,8855868,590391,29519,73.8,0,1479,3,Sulawesi Utara,Rural,Hujan,110.66,9,8,298,47,2922.08,3377,1.01,1,0
PJ-462,Jalan Tol,Swasta Asing,Harga Satuan,0,798.46,1596917,2395375,159691,7984,19.96,0,400,5,Sulawesi Selatan,Urban,Hujan,113.64,5,15,81,49,712.91,3360,10.71,0,0
PJ-463,Gedung Perkantoran,Swasta Asing,Cost Plus,0,237.06,711186,0,23706,4741,0.0,4741,120,1,Maluku Utara,Sub-urban,Kemarau,111.17,9,17,38,35,211.66,3190,10.71,0,0
PJ-464,Gedung Perkantoran,Swasta Asing,Harga Satuan,0,226.66,679993,0,22666,4533,0.0,4533,93,2,Papua Barat Daya,Rural,Kemarau,100.05,4,22,34,60,202.38,3409,10.71,0,0
PJ-465,Perumahan,Swasta Nasional,Lump Sum,0,141.24,564969,70621,35310,0,0.0,3531,84,2,Papua Barat Daya,Rural,Hujan,118.68,8,8,30,51,126.11,3210,10.71,0,0
PJ-466,Perumahan,Pemda,Lump Sum,1,143.97,575864,71983,35991,0,0.0,3599,64,3,Nusa Tenggara Timur,Rural,Kemarau,118.79,7,10,32,26,128.54,3644,10.71,0,1
PJ-467,Gedung Perkantoran,Pemda,Lump Sum,1,231.6,694802,0,23160,4632,0.0,4632,131,1,Aceh,Urban,Kemarau,106.05,2,5,37,46,236.53,4307,-2.13,1,1
PJ-468,Jaringan IT,Swasta Nasional,Cost Plus,0,93.74,468688,0,0,0,140.61,4686,61,2,Sulawesi Selatan,Urban,Hujan,110.93,3,12,27,47,83.69,4013,10.71,0,1
PJ-469,Jaringan IT,Pemda,Lump Sum,0,34.45,172274,0,0,0,51.68,1722,3,1,Maluku,Sub-urban,Kemarau,107.54,8,23,12,38,30.76,2447,10.71,0,0
PJ-470,Jembatan,Swasta Asing,Cost Plus,0,786.33,1572669,2359004,157266,7863,19.66,0,396,4,Sumatera Selatan,Urban,Kemarau,102.09,8,19,80,64,937.36,3350,-19.21,1,0
PJ-471,Perumahan,BUMN,Lump Sum,0,232.6,930394,116299,58149,0,0.0,5814,106,2,Aceh,Sub-urban,Kemarau,106.45,2,17,47,71,207.68,3374,10.71,0,0
PJ-472,Perumahan,Pemda,Harga Satuan,0,210.03,840112,105014,52507,0,0.0,5250,114,2,Sulawesi Barat,Urban,Hujan,108.74,7,13,46,58,187.53,3113,10.71,0,0
PJ-473,Jaringan IT,Swasta Nasional,Cost Plus,0,66.13,330658,0,0,0,99.2,3306,42,1,Sulawesi Tengah,Sub-urban,Kemarau,106.3,9,23,18,26,59.05,3131,10.71,0,0
PJ-474,Jaringan IT,Swasta Asing,Cost Plus,0,84.83,424167,0,0,0,127.25,4241,54,1,Sumatera Barat,Rural,Hujan,116.67,9,16,23,32,101.37,3620,-19.49,1,1
PJ-475,Jaringan IT,Pemda,Lump Sum,0,80.88,404403,0,0,0,121.32,4044,24,3,Sumatera Barat,Rural,Hujan,108.74,7,3,21,14,72.21,3282,10.71,0,0
PJ-476,Jembatan,BUMN,Cost Plus,0,2954.66,5909313,8863970,590931,29546,73.87,0,1496,1,Sulawesi Tengah,Urban,Hujan,101.62,9,13,298,19,2638.09,3380,10.71,0,0
PJ-477,Jaringan IT,Swasta Asing,Lump Sum,0,50.33,251662,0,0,0,75.5,2516,25,3,Kalimantan Utara,Sub-urban,Hujan,110.38,6,16,16,53,44.94,2681,10.71,0,0
PJ-478,Perumahan,BUMN,Cost Plus,0,81.39,325560,40695,20347,0,0.0,2034,43,3,DKI Jakarta,Rural,Kemarau,100.22,7,16,17,68,72.67,3264,10.71,0,0
PJ-479,Jembatan,Swasta Nasional,Cost Plus,0,1985.18,3970353,5955530,397035,19851,49.63,0,990,3,Sumatera Utara,Rural,Hujan,111.43,2,8,201,67,2060.55,4322,-3.8,1,1
PJ-480,Jalan Tol,Swasta Asing,Cost Plus,0,1297.94,2595873,3893810,259587,12979,32.45,0,657,1,Sumatera Barat,Sub-urban,Kemarau,110.59,3,13,132,12,1158.87,3352,10.71,0,0
PJ-481,Perumahan,Swasta Asing,Lump Sum,0,74.6,298396,37299,18649,0,0.0,1864,36,1,DKI Jakarta,Sub-urban,Hujan,118.85,8,15,17,58,66.61,3582,10.71,0,1
PJ-482,Gedung Perkantoran,Swasta Nasional,Harga Satuan,0,286.47,859413,0,28647,5729,0.0,5729,128,3,DKI Jakarta,Sub-urban,Kemarau,100.69,8,20,44,36,255.78,4436,10.71,0,1
PJ-483,Perumahan,Pemda,Lump Sum,0,134.05,536206,67025,33512,0,0.0,3351,57,2,Riau,Rural,Hujan,117.61,3,13,28,51,148.14,4436,-10.51,1,1
PJ-484,Jaringan IT,BUMN,Harga Satuan,0,65.58,327877,0,0,0,98.36,3278,28,3,Kalimantan Timur,Urban,Hujan,110.11,4,6,20,53,58.55,2794,10.71,0,0
PJ-485,Gedung Perkantoran,Swasta Nasional,Cost Plus,0,167.59,502766,0,16758,3351,0.0,3351,64,1,Sumatera Utara,Rural,Hujan,114.63,8,8,29,56,190.61,3617,-13.74,1,1
PJ-486,Pabrik,Swasta Asing,Lump Sum,0,442.97,1107426,0,66445,17718,0.0,0,227,3,Gorontalo,Sub-urban,Hujan,110.9,2,8,58,17,522.86,3254,-18.03,1,0
PJ-487,Perumahan,Pemda,Harga Satuan,0,59.02,236064,29508,14754,0,0.0,1475,41,1,Papua Pegunungan,Urban,Kemarau,111.75,9,9,15,62,64.81,2682,-9.82,1,0
PJ-488,Jalan Tol,Swasta Nasional,Lump Sum,1,1469.09,2938170,4407256,293817,14690,36.73,0,752,1,Kalimantan Utara,Rural,Hujan,101.25,3,19,149,71,1758.62,4499,-19.71,1,1
PJ-489,Pabrik,BUMN,Cost Plus,0,513.57,1283915,0,77034,20542,0.0,0,269,2,Papua Barat,Urban,Hujan,103.25,5,12,65,53,458.54,3366,10.71,0,0
PJ-490,Jalan Tol,BUMN,Cost Plus,0,1608.12,3216233,4824349,321623,16081,40.2,0,792,2,Papua Tengah,Sub-urban,Hujan,115.49,3,16,161,75,1626.87,3405,-1.17,1,0
PJ-491,Perumahan,Pemda,Cost Plus,0,55.3,221218,27652,13826,0,0.0,1382,25,1,Sulawesi Tengah,Rural,Kemarau,111.34,2,22,12,33,49.38,3142,10.71,0,0
